id,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
2041,Jud Buechler,DET,33,198.12,103.418976,Arizona,USA,1990,2,38,57,3.4,1.6,0.7,0,0.029,0.111,0.114,0.568,0.083,2000-01
2042,Jonathan Bender,IND,20,210.82,89.811216,None,USA,1999,1,5,59,3.3,1.3,0.5,-8.4,0.028,0.11,0.203,0.447,0.111,2000-01
2043,Jon Barry,SAC,31,195.58,95.25432,Georgia Tech,USA,1992,1,21,62,5.1,1.5,2.1,4.7,0.017,0.081,0.151,0.55,0.207,2000-01
2044,Johnny Newman,NJN,37,200.66,95.25432,Richmond,USA,1986,2,29,82,10.9,2.1,1.4,-8.6,0.019,0.082,0.208,0.542,0.105,2000-01
2045,John Wallace,DET,27,205.74,102.0582,Syracuse,USA,1996,1,18,40,5.9,2.1,0.6,-8.8,0.049,0.121,0.234,0.463,0.082,2000-01
2046,John Stockton,UTA,39,185.42,79.3786,Gonzaga,USA,1984,1,16,82,11.5,2.8,8.7,11.4,0.029,0.087,0.186,0.61,0.452,2000-01
2047,John Starks,UTA,35,195.58,86.18248,Oklahoma State,USA,,,,75,9.3,2.1,2.4,3.8,0.017,0.073,0.181,0.476,0.13,2000-01
2048,John Crotty,UTA,31,187.96,87.996848,Virginia,USA,,,,31,2.1,0.9,1.1,0.7,0.058,0.07,0.159,0.443,0.211,2000-01
2049,John Coker,GSW,29,213.36,114.758776,Boise State,USA,,,,6,0.3,0.8,0.3,-0.1,0.115,0.087,0.137,0.125,0.083,2000-01
2050,John Amaechi,ORL,30,208.28,122.46984,Penn State,England,,,,82,7.9,3.3,0.9,-5.3,0.048,0.128,0.219,0.455,0.074,2000-01
2051,Joel Przybilla,MIL,21,215.9,115.66596,Minnesota,USA,2000,1,9,33,0.8,2.2,0.1,-9.5,0.115,0.161,0.09,0.339,0.011,2000-01
2052,Joe Smith,DET,25,208.28,102.0582,Maryland,USA,1995,1,1,69,12.3,7.1,1.1,-0.1,0.086,0.188,0.22,0.475,0.069,2000-01
2053,Jim McIlvaine,NJN,28,215.9,108.86208,Marquette,USA,1994,2,32,18,1.6,1.9,0.2,-11.7,0.048,0.179,0.099,0.421,0.038,2000-01
2054,Jim Jackson,CLE,30,198.12,99.79024,Ohio State,USA,1992,1,4,56,11.5,4,2.9,-8.9,0.035,0.119,0.224,0.455,0.176,2000-01
2055,Jerry Stackhouse,DET,26,198.12,98.883056,North Carolina,USA,1995,1,3,80,29.8,3.9,5.1,-1.2,0.032,0.073,0.348,0.521,0.258,2000-01
2056,Jerome Williams,TOR,28,205.74,93.439952,Georgetown,USA,1996,1,26,59,6.3,6.5,0.8,0.1,0.121,0.239,0.153,0.526,0.062,2000-01
2057,Walt Williams,HOU,31,203.2,104.32616,Maryland,USA,1992,1,7,72,8.3,3.4,1.3,2.4,0.023,0.151,0.187,0.527,0.102,2000-01
2058,Jerome Moiso,BOS,23,208.28,105.233344,UCLA,France,2000,1,11,24,1.5,1.8,0.1,-2.2,0.091,0.273,0.187,0.422,0.043,2000-01
2059,Kendall Gill,NJN,33,195.58,97.975872,Illinois,USA,1990,1,5,31,9.1,4.2,2.8,-5.4,0.039,0.128,0.207,0.39,0.17,2000-01
2060,Kenny Anderson,BOS,30,185.42,76.203456,Georgia Tech,USA,1991,1,2,33,7.5,2.2,4.1,-3.3,0.021,0.082,0.164,0.476,0.261,2000-01
2061,Kenny Thomas,HOU,23,203.2,117.93392,New Mexico,USA,1999,1,22,74,7.1,5.6,1,3.6,0.081,0.181,0.162,0.507,0.068,2000-01
2062,Kenyon Martin,NJN,23,205.74,104.32616,Cincinnati,USA,2000,1,1,68,12,7.4,1.9,-6.4,0.066,0.191,0.2,0.472,0.103,2000-01
2063,Lorenzen Wright,ATL,25,210.82,108.86208,Memphis,USA,1996,1,7,71,12.4,7.5,1.2,-7.6,0.101,0.197,0.233,0.486,0.079,2000-01
2064,Lindsey Hunter,MIL,30,187.96,90.7184,Jackson State,USA,1993,1,10,82,10.1,2.1,2.7,5.1,0.018,0.082,0.204,0.5,0.191,2000-01
2065,Lee Nailon,CHH,26,203.2,109.315672,Texas Christian,USA,1999,2,43,42,3.9,2.2,0.6,2.6,0.076,0.147,0.182,0.529,0.102,2000-01
2066,Lawrence Funderburke,SAC,30,205.74,104.32616,Ohio State,USA,1994,2,51,59,4.9,3.3,0.3,0.2,0.116,0.188,0.196,0.522,0.043,2000-01
2067,Lavor Postell,NYK,23,195.58,92.98636,St. John's (NY),USA,2000,2,39,26,2.3,1,0.2,4.1,0.058,0.101,0.233,0.448,0.058,2000-01
2068,Latrell Sprewell,NYK,30,195.58,86.18248,Alabama,USA,1992,1,24,77,17.7,4.5,3.5,2.1,0.02,0.116,0.258,0.497,0.172,2000-01
2069,Larry Robinson,ATL,33,190.5,81.64656,Centenary (LA),USA,,,,34,5.9,2.6,1.1,-6.4,0.043,0.122,0.157,0.511,0.1,2000-01
2070,Larry Johnson,NYK,32,200.66,106.59412,Nevada-Las Vegas,USA,1991,1,1,65,9.9,5.6,2,0,0.053,0.156,0.176,0.493,0.108,2000-01
2071,Larry Hughes,GSW,22,195.58,83.460928,Saint Louis,USA,1998,1,8,50,16.5,5.5,4.5,-7.5,0.042,0.122,0.246,0.449,0.2,2000-01
2072,Laron Profit,WAS,23,195.58,92.532768,Maryland,USA,1999,2,38,35,4.3,1.8,2.5,-5.9,0.035,0.088,0.151,0.47,0.224,2000-01
2073,Lari Ketner,IND,24,205.74,125.644984,Massachusetts,USA,1999,2,49,3,0,0,0.3,-19.7,0,0,0.155,0,0.2,2000-01
2074,Luc Longley,NYK,32,218.44,120.20188,New Mexico,USA,1991,1,7,25,2,2.6,0.3,6.6,0.103,0.145,0.136,0.399,0.04,2000-01
2075,Lamond Murray,CLE,28,200.66,107.047712,California,USA,1994,1,7,78,12.8,4.4,1.6,-4.9,0.054,0.124,0.233,0.49,0.099,2000-01
2076,LaPhonso Ellis,MIN,31,203.2,108.86208,Notre Dame,USA,1992,1,5,82,9.4,6,1.1,1.2,0.117,0.182,0.196,0.524,0.079,2000-01
2077,Kurt Thomas,NYK,28,205.74,104.32616,Texas Christian,USA,1995,1,10,77,10.4,6.7,0.8,7.4,0.105,0.191,0.184,0.566,0.052,2000-01
2078,Kornel David,DET,29,205.74,104.32616,None,USA,,,,27,2.3,1.9,0.3,-9.1,0.077,0.2,0.142,0.547,0.057,2000-01
2079,Kobe Bryant,LAL,22,200.66,95.25432,None,USA,1996,1,13,68,28.5,5.9,5,6.3,0.042,0.117,0.315,0.552,0.22,2000-01
2080,Khalid El-Amin,CHI,22,177.8,90.7184,Connecticut,USA,2000,2,34,50,6.3,1.6,2.9,-10.7,0.023,0.08,0.193,0.458,0.288,2000-01
2081,Keyon Dooling,LAC,21,195.58,87.543256,Missouri,USA,2000,1,10,76,5.9,1.2,2.3,-0.4,0.008,0.07,0.199,0.509,0.253,2000-01
2082,Kevin Willis,DEN,38,213.36,111.13004,Michigan State,USA,1984,1,11,78,9.3,6.8,0.6,-6.6,0.104,0.217,0.207,0.478,0.048,2000-01
2083,Kevin Ollie,PHI,28,187.96,88.45044,Connecticut,USA,,,,70,3.1,1.4,2.1,1.1,0.02,0.099,0.142,0.467,0.268,2000-01
2084,Kevin Garnett,MIN,25,210.82,99.79024,None,USA,1995,1,5,81,22,11.4,5,3.7,0.078,0.252,0.271,0.531,0.215,2000-01
2085,Kevin Edwards,VAN,35,190.5,95.25432,DePaul,USA,1988,1,20,46,3.5,1.8,1.1,-3.2,0.041,0.102,0.162,0.414,0.126,2000-01
2086,Keon Clark,TOR,26,210.82,100.243832,Nevada-Las Vegas,USA,1998,1,13,81,7.9,5.4,0.9,1.4,0.087,0.192,0.185,0.512,0.068,2000-01
2087,Lamar Odom,LAC,21,208.28,96.615096,Rhode Island,USA,1999,1,4,76,17.2,7.8,5.2,-2.9,0.047,0.19,0.243,0.536,0.246,2000-01
2088,Paul Pierce,BOS,23,198.12,104.32616,Kansas,USA,1998,1,10,82,25.3,6.4,3.1,-1.3,0.034,0.167,0.306,0.563,0.166,2000-01
2089,Mamadou N'diaye,TOR,26,213.36,115.66596,Auburn,Senegal,2000,1,26,3,1.3,0.7,0,-10.8,0.143,0.143,0.211,0.41,0,2000-01
2090,Todd Fuller,MIA,26,210.82,115.66596,North Carolina State,USA,1996,1,11,10,2.8,1.8,0.1,-4.4,0.092,0.2,0.256,0.363,0.027,2000-01
2091,Todd MacCulloch,PHI,25,213.36,115.66596,Washington,Canada,1999,2,47,63,4.1,2.7,0.2,0.1,0.135,0.182,0.181,0.607,0.03,2000-01
2092,Todd Day,MIN,31,198.12,85.275296,Arkansas,USA,1992,1,8,31,4.3,1.2,0.9,0.1,0.035,0.094,0.203,0.515,0.131,2000-01
2093,Tim Thomas,MIL,24,208.28,104.32616,Villanova,USA,1997,1,7,76,12.6,4.1,1.8,7,0.044,0.128,0.214,0.549,0.108,2000-01
2094,Tim James,CHH,24,200.66,96.161504,Miami (FL),USA,1999,1,25,30,1.5,1.2,0.3,0.2,0.099,0.11,0.154,0.387,0.065,2000-01
2095,Tim Hardaway,MIA,34,182.88,88.45044,Texas-El Paso,USA,1989,1,14,77,14.9,2.6,6.3,4.7,0.012,0.081,0.244,0.513,0.344,2000-01
2096,Tim Duncan,SAS,25,213.36,117.93392,Wake Forest,US Virgin Islands,1997,1,1,82,22.2,12.2,3,12.3,0.097,0.246,0.287,0.536,0.15,2000-01
2097,Theo Ratliff,PHI,28,208.28,102.0582,Wyoming,USA,1995,1,18,50,12.4,8.3,1.2,5.8,0.082,0.172,0.172,0.562,0.054,2000-01
2098,Terry Porter,SAS,38,190.5,92.98636,Wisconsin-Stevens Point,USA,1985,1,24,80,7.2,2.5,3.1,13.3,0.017,0.112,0.167,0.583,0.248,2000-01
2099,Terry Mills,IND,33,208.28,104.32616,Michigan,USA,1990,1,16,14,1.8,1.5,0.4,-15.9,0.037,0.168,0.174,0.368,0.082,2000-01
2100,Terry Davis,DEN,34,208.28,122.46984,Virginia Union,USA,,,,19,1.7,2.8,0.4,-8.5,0.102,0.174,0.074,0.476,0.05,2000-01
2101,Terrell Brandon,MIN,31,180.34,78.471416,Oregon,USA,1991,1,11,78,16,3.8,7.5,2.6,0.024,0.098,0.221,0.507,0.326,2000-01
2102,Terrance Roberson,CHH,24,200.66,97.52228,Fresno State,USA,,,,3,0,0.3,0.3,-15.6,0,0.077,0.134,0,0.111,2000-01
2103,Tariq Abdul-Wahad,DEN,26,198.12,101.151016,San Jose State,France,1997,1,11,29,3.8,2,0.8,-7.9,0.035,0.119,0.17,0.438,0.087,2000-01
2104,Stromile Swift,VAN,21,205.74,102.0582,Louisiana State,USA,2000,1,2,80,4.9,3.6,0.4,-5.1,0.099,0.154,0.165,0.487,0.035,2000-01
2105,Steve Nash,DAL,27,190.5,88.45044,Santa Clara,Canada,1996,1,15,70,15.6,3.2,7.3,6.5,0.023,0.078,0.211,0.603,0.335,2000-01
2106,Steve Kerr,SAS,35,190.5,81.64656,Arizona,USA,1988,2,50,55,3.3,0.6,1,2.4,0.011,0.051,0.135,0.546,0.143,2000-01
2107,Steve Goodrich,CHI,25,208.28,99.79024,Princeton,USA,,,,12,1.6,1.8,0.5,-8.2,0.068,0.128,0.104,0.451,0.075,2000-01
2108,Steve Francis,HOU,24,190.5,87.543256,Maryland,USA,1999,1,2,80,19.9,6.9,6.5,2.6,0.071,0.129,0.241,0.563,0.278,2000-01
2109,Stephon Marbury,NJN,24,187.96,81.64656,Georgia Tech,USA,1996,1,4,67,23.9,3.1,7.6,-5.7,0.023,0.069,0.293,0.54,0.389,2000-01
2110,Stephen Jackson,NJN,23,203.2,98.883056,Butler Community College,USA,1997,2,42,77,8.2,2.7,1.8,-5.1,0.027,0.117,0.206,0.503,0.15,2000-01
2111,Stacey Augmon,POR,32,203.2,92.98636,Nevada-Las Vegas,USA,1991,1,9,66,4.7,2.4,1.5,2.8,0.062,0.093,0.139,0.511,0.131,2000-01
2112,Soumaila Samake,NJN,23,213.36,101.604608,None,Mali,2000,2,36,34,1.4,1.6,0,-9,0.104,0.161,0.123,0.393,0.008,2000-01
2113,Slava Medvedenko,LAL,22,208.28,113.398,None,Ukraine,,,,7,4.6,1.3,0.3,3.3,0.026,0.16,0.337,0.528,0.087,2000-01
2114,Tom Gugliotta,PHX,31,208.28,108.86208,North Carolina State,USA,1992,1,6,57,6.4,4.5,1,2.1,0.071,0.178,0.179,0.437,0.078,2000-01
2115,Tom Hammonds,MIN,34,205.74,97.52228,Georgia Tech,USA,1989,1,9,7,1,0.6,0.1,22.5,0.071,0.08,0.198,0.322,0.04,2000-01
2116,Toni Kukoc,ATL,32,210.82,106.59412,None,Croatia,1990,2,29,65,11.1,4,3.1,4.5,0.05,0.137,0.216,0.553,0.207,2000-01
2117,Tony Battie,BOS,25,210.82,108.86208,Texas Tech,USA,1997,1,5,40,6.5,5.8,0.4,-2.1,0.096,0.216,0.144,0.562,0.034,2000-01
2118,Voshon Lenard,DEN,28,193.04,92.98636,Minnesota,USA,1994,2,46,80,12.2,2.9,2.4,-2.1,0.021,0.087,0.198,0.522,0.134,2000-01
2119,Vonteego Cummings,GSW,25,190.5,86.18248,Pittsburgh,USA,1999,1,26,66,7.3,2.1,3.4,-14.9,0.03,0.073,0.183,0.425,0.253,2000-01
2120,Peja Stojakovic,SAC,24,205.74,103.872568,None,Serbia and Montenegro,1996,1,14,75,20.4,5.8,2.2,5.7,0.036,0.124,0.223,0.576,0.094,2000-01
2121,Vladimir Stepania,NJN,25,213.36,107.047712,None,Georgia,1998,1,27,29,2.8,3.8,0.6,-1.9,0.125,0.303,0.191,0.398,0.107,2000-01
2122,Vlade Divac,SAC,33,215.9,117.93392,None,Serbia and Montenegro,1989,1,26,81,12,8.3,2.9,5.4,0.096,0.205,0.2,0.536,0.143,2000-01
2123,Vitaly Potapenko,BOS,26,208.28,129.27372,Wright State,Ukraine,1996,1,12,82,7.5,6,0.8,-2.2,0.121,0.192,0.166,0.517,0.059,2000-01
2124,Vinny Del Negro,PHX,34,193.04,90.7184,North Carolina State,USA,1988,2,29,65,3.9,1.3,1.9,-2.1,0.014,0.091,0.137,0.501,0.213,2000-01
2125,Vince Carter,TOR,24,198.12,102.0582,North Carolina,USA,1998,1,5,75,27.6,5.5,3.9,5.1,0.065,0.093,0.305,0.551,0.187,2000-01
2126,Vin Baker,SEA,29,210.82,113.398,Hartford,USA,1993,1,8,76,12.2,5.7,1.2,-0.8,0.098,0.139,0.238,0.481,0.072,2000-01
2127,Vernon Maxwell,DAL,35,193.04,86.18248,Florida,USA,1988,2,47,43,4.7,1.5,1.1,0.1,0.007,0.1,0.187,0.424,0.12,2000-01
2128,Tyus Edney,IND,28,177.8,75.296272,UCLA,USA,1995,2,47,24,4.4,1,2.3,-8.1,0.021,0.082,0.225,0.49,0.378,2000-01
2129,Sherman Douglas,NJN,34,182.88,81.64656,Syracuse,USA,1989,2,28,59,5.7,1.3,2.4,-6.2,0.023,0.06,0.185,0.478,0.243,2000-01
2130,Tyronn Lue,LAL,24,182.88,80.739376,Nebraska,USA,1998,1,23,38,3.4,0.8,1.2,-5.2,0.012,0.066,0.148,0.51,0.157,2000-01
2131,Tyrone Hill,PHI,33,205.74,113.398,Xavier,USA,1990,1,11,76,9.6,9,0.6,3.8,0.116,0.21,0.16,0.515,0.033,2000-01
2132,Tyrone Corbin,TOR,38,198.12,95.25432,DePaul,USA,1985,2,35,15,1.3,0.9,0.3,-19,0.027,0.104,0.16,0.252,0.059,2000-01
2133,Troy Hudson,ORL,25,185.42,77.11064,Southern Illinois,USA,,,,75,4.8,1.4,2.2,-5.1,0.041,0.075,0.22,0.427,0.269,2000-01
2134,Travis Knight,NYK,26,213.36,106.59412,Connecticut,USA,1996,1,29,45,0.6,1.2,0.1,-1.1,0.088,0.15,0.135,0.238,0.038,2000-01
2135,Travis Best,IND,28,180.34,83.460928,Georgia Tech,USA,1995,1,23,77,11.9,2.9,6.1,2.1,0.018,0.083,0.193,0.517,0.34,2000-01
2136,Trajan Langdon,CLE,25,190.5,89.357624,Duke,USA,1999,1,11,65,6,1.4,1.2,-2.4,0.013,0.081,0.161,0.561,0.119,2000-01
2137,Tracy Murray,TOR,29,200.66,103.418976,UCLA,USA,1992,1,18,51,5,1.6,0.5,-5,0.04,0.118,0.217,0.482,0.068,2000-01
2138,Tracy McGrady,ORL,22,203.2,95.25432,None,USA,1997,1,9,77,26.8,7.5,4.6,4.5,0.067,0.142,0.311,0.521,0.218,2000-01
2139,Tony Smith,ATL,33,190.5,83.91452,Marquette,USA,1990,2,51,6,2.8,0.5,1.7,-14.8,0.033,0.016,0.191,0.356,0.204,2000-01
2140,Tony Massenburg,VAN,33,205.74,113.398,Maryland,USA,1990,2,43,52,4.5,4,0.2,-7,0.104,0.184,0.158,0.507,0.018,2000-01
2141,Tony Delk,PHX,27,187.96,85.728888,Kentucky,USA,1996,1,16,82,12.3,3.2,2,2,0.038,0.093,0.217,0.49,0.118,2000-01
2142,Tyrone Nesby,WAS,25,198.12,111.13004,Nevada-Las Vegas,USA,,,,62,8.3,2.8,1.2,-6.5,0.037,0.093,0.184,0.444,0.082,2000-01
2143,Shawnelle Scott,SAS,29,210.82,113.398,St. John's (NY),USA,1994,2,43,27,1.6,1.9,0.1,-15.5,0.185,0.235,0.211,0.424,0.051,2000-01
2144,Steven Smith,POR,32,203.2,100.243832,Michigan State,USA,1991,1,5,81,13.6,3.4,2.6,5.6,0.042,0.086,0.197,0.587,0.139,2000-01
2145,Shawn Kemp,POR,31,208.28,127.00576,Trinity Valley Community College,USA,1989,1,17,68,6.5,3.8,1,-1.5,0.071,0.221,0.243,0.469,0.106,2000-01
2146,Rodney Buford,PHI,23,195.58,85.728888,Creighton,USA,1999,2,53,47,5.3,1.6,0.4,-0.3,0.031,0.117,0.224,0.489,0.055,2000-01
2147,Rod Strickland,POR,34,190.5,83.91452,DePaul,USA,1988,1,19,54,9.2,2.6,5.6,-6.2,0.031,0.089,0.204,0.493,0.385,2000-01
2148,Robert Traylor,CLE,24,203.2,131.088088,Michigan,USA,1998,1,6,70,5.7,4.3,0.9,-3.7,0.12,0.175,0.181,0.521,0.088,2000-01
2149,Robert Pack,DEN,32,187.96,86.18248,Southern California,USA,,,,74,6.5,1.9,4,-4.4,0.025,0.094,0.213,0.493,0.375,2000-01
2150,Robert Horry,LAL,30,208.28,106.59412,Alabama,USA,1992,1,11,79,5.2,3.7,1.6,2.1,0.068,0.149,0.141,0.489,0.124,2000-01
2151,Ricky Davis,MIA,21,200.66,89.357624,Iowa,USA,1998,1,21,7,4.6,1,1.6,21.1,0.015,0.083,0.229,0.492,0.234,2000-01
2152,Rick Fox,LAL,31,200.66,109.769264,North Carolina,Canada,1991,1,24,82,9.6,4,3.2,6.1,0.04,0.116,0.162,0.562,0.168,2000-01
2153,Rick Brunson,NYK,29,193.04,86.18248,Temple,USA,,,,22,2.1,1,1.4,-3,0.026,0.091,0.166,0.38,0.287,2000-01
2154,Shawn Marion,PHX,23,200.66,97.52228,Nevada-Las Vegas,USA,1999,1,9,79,17.3,10.7,2,4.8,0.086,0.254,0.222,0.532,0.102,2000-01
2155,Reggie Slater,MIN,30,200.66,115.66596,Wyoming,USA,,,,55,4.6,3.4,0.5,3.5,0.133,0.173,0.174,0.568,0.055,2000-01
2156,Reggie Miller,IND,35,200.66,91.625584,UCLA,USA,1987,1,11,81,18.9,3.5,3.2,0.8,0.014,0.086,0.215,0.574,0.145,2000-01
2157,Ray Allen,MIL,25,195.58,92.98636,Connecticut,USA,1996,1,5,82,22,5.2,4.6,6.6,0.037,0.116,0.242,0.61,0.199,2000-01
2158,Rasho Nesterovic,MIN,25,213.36,113.398,None,Slovenia,1998,1,17,73,4.5,3.9,0.6,0.6,0.088,0.171,0.147,0.472,0.053,2000-01
2159,Rasheed Wallace,POR,26,210.82,104.32616,North Carolina,USA,1995,1,4,77,19.2,7.8,2.8,6.3,0.063,0.177,0.234,0.56,0.128,2000-01
2160,Rashard Lewis,SEA,21,208.28,97.52228,None,USA,1998,2,32,78,14.8,6.9,1.6,1.5,0.06,0.165,0.182,0.587,0.073,2000-01
2161,Randy Livingston,GSW,26,193.04,95.25432,Louisiana State,USA,1996,2,42,2,0,0.5,0.5,-25.6,0,0.167,0.13,0,0.333,2000-01
2162,Randy Brown,BOS,33,187.96,86.18248,New Mexico State,USA,1991,2,31,54,4.1,1.8,2.9,-1.5,0.021,0.078,0.115,0.438,0.197,2000-01
2163,Raja Bell,PHI,24,195.58,92.532768,Florida International,U.S. Virgin Islands,,,,5,1,0.2,0,11.7,0,0.038,0.138,0.357,0,2000-01
2164,Rafer Alston,MIL,24,187.96,78.471416,Fresno State,USA,1998,2,39,37,2.1,0.8,1.8,-5.9,0.015,0.114,0.178,0.429,0.386,2000-01
2165,Raef LaFrentz,DEN,25,210.82,108.86208,Kansas,USA,1998,1,3,78,12.9,7.8,1.4,-0.6,0.075,0.191,0.186,0.544,0.073,2000-01
2166,Quincy Lewis,UTA,24,200.66,97.52228,Minnesota,USA,1999,1,19,35,3.5,1.3,0.5,6.1,0.046,0.1,0.172,0.469,0.077,2000-01
2167,Quentin Richardson,LAC,21,198.12,101.151016,DePaul,USA,2000,1,18,76,8.1,3.4,0.8,-5.6,0.088,0.127,0.218,0.516,0.082,2000-01
2168,Popeye Jones,WAS,31,203.2,113.398,Murray State,USA,1992,2,41,45,3.6,4.9,0.7,-3.1,0.141,0.267,0.134,0.457,0.075,2000-01
2169,Pervis Ellison,SEA,34,205.74,95.25432,Louisville,USA,1989,1,1,9,0.7,1.3,0.3,6.8,0.065,0.238,0.115,0.381,0.125,2000-01
2170,Pepe Sanchez,PHI,24,193.04,88.45044,Temple,Argentina,,,,29,0.7,0.5,1.4,-1.4,0.023,0.089,0.107,0.346,0.402,2000-01
2171,Rodney Rogers,PHX,30,200.66,115.66596,Wake Forest,USA,1993,1,9,82,12.2,4.4,2.2,1.3,0.049,0.144,0.232,0.507,0.145,2000-01
2172,Ron Harper,LAL,37,198.12,97.52228,Miami (OH),USA,1986,1,8,47,6.5,3.5,2.4,4.2,0.046,0.116,0.139,0.525,0.144,2000-01
2173,Richard Hamilton,WAS,23,198.12,83.91452,Connecticut,USA,1999,1,7,78,18.1,3.1,2.9,-7.2,0.034,0.076,0.281,0.508,0.172,2000-01
2174,Roshown McLeod,PHI,25,203.2,100.243832,Duke,USA,1998,1,20,35,9.6,3.4,1.7,-2.6,0.046,0.1,0.205,0.475,0.112,2000-01
2175,Ron Mercer,CHI,25,200.66,95.25432,Kentucky,USA,1997,1,6,61,19.7,3.9,3.3,-11,0.033,0.08,0.248,0.492,0.16,2000-01
2176,Shareef Abdur-Rahim,VAN,24,205.74,104.32616,California,USA,1996,1,3,81,20.5,9.1,3.1,-7.3,0.063,0.195,0.245,0.549,0.142,2000-01
2177,Shaquille O'Neal,LAL,29,215.9,142.88148,Louisiana State,USA,1992,1,1,74,28.7,12.7,3.7,7.9,0.116,0.247,0.318,0.574,0.177,2000-01
2178,Shandon Anderson,HOU,27,198.12,95.25432,Georgia,USA,1996,2,54,82,8.7,4.1,2.3,-0.3,0.036,0.123,0.154,0.528,0.123,2000-01
2179,Shammond Williams,SEA,26,185.42,91.171992,North Carolina,USA,1998,2,34,69,6.8,1.9,2.8,-0.1,0.031,0.091,0.18,0.569,0.242,2000-01
2180,Sean Rooks,LAC,31,208.28,117.93392,Arizona,USA,1992,2,30,82,5.4,3.7,0.9,0.9,0.071,0.146,0.157,0.487,0.081,2000-01
2181,Sean Elliott,SAS,33,203.2,99.79024,Arizona,USA,1989,1,3,52,7.9,3.3,1.6,8.5,0.016,0.129,0.164,0.544,0.115,2000-01
2182,Sean Colson,HOU,25,182.88,79.3786,North Carolina-Charlotte,USA,,,,13,1.2,0.5,0.8,-35.2,0.04,0.111,0.264,0.291,0.455,2000-01
2183,Scottie Pippen,POR,35,200.66,103.418976,Central Arkansas,USA,1987,1,5,64,11.3,5.2,4.6,5.8,0.04,0.144,0.178,0.541,0.212,2000-01
2184,Scott Williams,MIL,33,208.28,104.32616,North Carolina,USA,,,,66,6.1,5.5,0.5,12.2,0.088,0.239,0.153,0.514,0.04,2000-01
2185,Scott Padgett,UTA,25,205.74,108.86208,Kentucky,USA,1999,1,28,27,2.1,1.4,0.2,-2.9,0.178,0.192,0.214,0.541,0.076,2000-01
2186,Shawn Bradley,DAL,29,228.6,120.20188,Brigham Young,USA,1993,1,2,82,7.1,7.4,0.5,10.4,0.092,0.228,0.143,0.551,0.029,2000-01
2187,Scot Pollard,SAC,26,210.82,120.20188,Kansas,USA,1997,1,19,77,6.5,6,0.6,9.1,0.117,0.184,0.146,0.53,0.046,2000-01
2188,Scott Burrell,CHH,30,200.66,98.883056,Connecticut,USA,1993,1,20,4,4.3,0.8,0.3,-10.3,0.032,0.056,0.196,0.507,0.048,2000-01
2189,Ruben Patterson,SEA,25,195.58,101.604608,Cincinnati,USA,1998,2,31,76,13,5,2.1,3.1,0.106,0.11,0.232,0.544,0.13,2000-01
2190,Ruben Wolkowyski,SEA,27,208.28,122.46984,None,Argentina,,,,34,2.2,1.4,0.1,0.9,0.043,0.113,0.153,0.399,0.015,2000-01
2191,Ryan Bowen,DEN,25,200.66,99.79024,Iowa,USA,1998,2,55,57,3.4,2,0.5,-2.4,0.093,0.083,0.117,0.585,0.068,2000-01
2192,Sam Cassell,MIL,31,190.5,83.91452,Florida State,USA,1993,1,24,76,18.2,3.8,7.6,4.7,0.019,0.098,0.246,0.542,0.346,2000-01
2193,Ruben Garces,GSW,27,205.74,111.13004,Providence,USA,,,,13,1.2,2.2,0.4,11.3,0.172,0.167,0.149,0.313,0.088,2000-01
2194,Sam Mitchell,MIN,37,200.66,97.52228,Mercer,USA,1985,3,54,82,3.5,1.5,0.7,-4.7,0.031,0.122,0.161,0.455,0.089,2000-01
2195,Sam Perkins,IND,40,205.74,117.93392,North Carolina,USA,1984,1,4,64,3.8,2.6,0.6,0.1,0.037,0.159,0.123,0.499,0.066,2000-01
2196,Samaki Walker,SAS,25,205.74,117.93392,Louisville,USA,1996,1,9,61,5.3,4,0.5,-0.6,0.083,0.209,0.185,0.524,0.053,2000-01
2197,Sam Jacobson,MIN,25,193.04,97.52228,Minnesota,USA,1998,1,26,14,1.4,0.4,0.3,2.5,0.056,0.067,0.144,0.518,0.082,2000-01
2198,Milt Palacio,PHX,24,190.5,88.45044,Colorado State,Belize,,,,69,3.3,1.1,1.2,-4.5,0.015,0.095,0.17,0.468,0.189,2001-02
2199,Michael Olowokandi,LAC,27,213.36,122.46984,Pacific,Nigeria,1998,1,1,80,11.1,8.9,1.1,-2.3,0.073,0.239,0.203,0.457,0.059,2001-02
2200,Mikki Moore,DET,26,213.36,104.32616,Nebraska,USA,,,,30,2.6,1.7,0.4,1.1,0.126,0.175,0.183,0.545,0.087,2001-02
2201,Mike Penberthy,LAL,27,190.5,81.64656,Master's,USA,,,,3,1.7,0.7,0.7,-10.9,0,0.154,0.132,0.665,0.25,2001-02
2202,Mike Miller,ORL,22,203.2,98.883056,Florida,USA,2000,1,5,63,15.2,4.3,3.1,3.6,0.026,0.117,0.209,0.542,0.149,2001-02
2203,Mike James,MIA,27,187.96,86.18248,Duquesne,USA,,,,15,2.8,0.9,1.3,-17.2,0.019,0.143,0.237,0.456,0.306,2001-02
2204,Mike Bibby,SAC,24,185.42,86.18248,Arizona,USA,1998,1,2,80,13.7,2.8,5,7.3,0.015,0.071,0.197,0.513,0.227,2001-02
